Item_Identifier,Outlet_Identifier,Item_Outlet_Sales (Predicted)
FDL21,OUT017,962.7569674
FDV56,OUT017,1613.758924
FDR16,OUT017,3520.439369
NCP41,OUT049,1613.758924
FDJ27,OUT013,1613.758924
FDA07,OUT017,1876.869728
FDK55,OUT049,1613.758924
FDM33,OUT049,3520.439369
FDY46,OUT046,3131.132681
FDD36,OUT046,1876.869728
FDB12,OUT027,2487.128701
FDF28,OUT019,585.4516073
NCE07,OUT019,793.583749
FDW50,OUT027,4739.109427
NCW18,OUT017,3674.451961
NCJ17,OUT019,468.8975519
DRZ24,OUT010,267.2607233
FDS07,OUT035,1876.869728
NCW05,OUT010,206.6022873
FDZ22,OUT018,1412.721813
FDK02,OUT046,1876.869728
FDZ45,OUT027,4956.283453
FDL25,OUT046,1613.758924
FDS08,OUT045,2970.813161
NCZ42,OUT027,5152.233132
FDX57,OUT035,1613.758924
FDF21,OUT046,3131.132681
FDJ56,OUT018,1180.398145
FDX10,OUT013,940.5948678
DRG48,OUT035,2511.642001
DRN37,OUT046,2865.801465
NCY41,OUT018,900.2563135
FDN28,OUT045,1570.447925
FDE34,OUT045,3131.132681
FDR10,OUT045,2865.801465
FDC32,OUT017,1613.758924
DRG13,OUT046,2865.801465
FDP59,OUT049,1613.758924
NCT53,OUT010,416.7224201
FDL57,OUT027,5294.405022
FDN32,OUT010,471.0561001
FDK09,OUT018,3125.475166
FDA52,OUT010,500.9484784
FDC57,OUT049,3131.132681
FDI09,OUT035,3674.451961
NCB07,OUT046,3131.132681
FDP26,OUT035,1613.758924
FDP40,OUT027,2784.762608
FDL15,OUT013,2511.642001
FDV07,OUT046,1779.895111
FDS03,OUT017,1097.840615
FDE50,OUT049,3131.132681
FDQ15,OUT017,1193.900669
FDQ33,OUT010,344.9276515
FDT22,OUT013,1039.981
DRO35,OUT035,1876.869728
FDJ41,OUT049,3674.451961
FDQ27,OUT035,1613.758924
FDC26,OUT017,1779.895111
NCF43,OUT027,3302.737129
NCR50,OUT035,2511.642001
FDE39,OUT018,1603.474891
FDN49,OUT027,1839.079989
DRG11,OUT035,1613.758924
NCA18,OUT049,1876.869728
FDM36,OUT018,2841.743322
FDW32,OUT017,1329.689967
NCQ18,OUT010,206.6022873
FDX14,OUT027,1839.079989
FDD46,OUT017,2511.642001
FDI34,OUT019,1112.156057
NCJ17,OUT035,1329.689967
FDB52,OUT035,3674.451961
FDV55,OUT018,2431.094061
FDC57,OUT046,3131.132681
FDB29,OUT046,1876.869728
NCO43,OUT035,1685.923283
FDG44,OUT045,962.7569674
FDJ34,OUT045,1833.558728
FDH40,OUT049,1329.689967
NCD07,OUT027,3222.393165
FDB41,OUT017,962.7569674
FDH47,OUT018,1412.721813
DRK37,OUT035,3131.132681
FDM25,OUT019,899.5318061
NCX06,OUT045,3131.132681
NCS05,OUT017,1876.869728
FDS39,OUT045,1833.558728
FDC47,OUT027,5294.405022
FDG20,OUT013,2970.813161
DRL23,OUT017,1613.758924
FDY33,OUT013,2865.801465
NCH18,OUT045,3674.451961
FDX47,OUT035,2511.642001
NCB06,OUT045,2865.801465
FDP36,OUT049,962.7569674
FDW44,OUT018,2841.743322
NCU41,OUT018,2841.743322
NCS17,OUT046,1613.758924
FDD46,OUT035,2511.642001
FDE45,OUT017,2970.813161
FDI09,OUT017,3674.451961
NCJ54,OUT010,509.8812291
NCA29,OUT018,2805.146139
NCN41,OUT027,2784.762608
FDY34,OUT035,2865.801465
NCG55,OUT035,1876.869728
DRM49,OUT046,962.7569674
NCB42,OUT049,1876.869728
FDE58,OUT045,1833.558728
DRJ25,OUT013,940.5948678
FDS47,OUT010,206.6022873
FDY21,OUT049,3131.132681
NCI54,OUT013,1779.895111
FDO24,OUT017,2336.798952
FDY43,OUT035,2865.801465
FDF35,OUT018,1412.721813
NCP29,OUT019,165.3797012
FDN28,OUT027,2784.762608
FDJ50,OUT018,900.2563135
FDQ14,OUT027,3943.98115
FDC37,OUT035,1613.758924
FDN08,OUT046,1876.869728
FDD04,OUT035,1876.869728
FDW34,OUT018,3125.475166
FDP04,OUT017,1062.143099
NCG07,OUT017,3131.132681
NCN14,OUT018,2841.743322
FDJ16,OUT045,1062.143099
NCM42,OUT045,1570.447925
NCF19,OUT046,962.7569674
FDY21,OUT018,2841.743322
FDY19,OUT035,1876.869728
FDV09,OUT045,2511.642001
FDA28,OUT013,1876.869728
FDC38,OUT018,1603.474891
FDL28,OUT045,3520.439369
NCH43,OUT049,3520.439369
NCN53,OUT045,962.7569674
NCW05,OUT017,1613.758924
NCO30,OUT018,2805.146139
FDT04,OUT019,146.1730784
FDB27,OUT018,2841.743322
NCK07,OUT013,2865.801465
NCA53,OUT013,940.5948678
FDB33,OUT018,2736.731625
FDU37,OUT017,1193.900669
FDR13,OUT035,1876.869728
FDE45,OUT049,2970.813161
FDV37,OUT017,3131.132681
FDX44,OUT019,476.9577003
NCL06,OUT017,3674.451961
FDJ28,OUT045,3131.132681
FDX55,OUT049,3520.439369
NCK17,OUT018,900.2563135
FDH52,OUT035,1062.143099
FDN13,OUT027,2784.762608
FDK44,OUT018,2841.743322
FDU16,OUT046,1329.689967
FDZ07,OUT017,1062.143099
NCN06,OUT027,4441.189215
FDH02,OUT010,214.6624357
NCW18,OUT045,3674.451961
FDH57,OUT013,1876.869728
FDV35,OUT045,2511.642001
NCU29,OUT013,2511.642001
NCP02,OUT046,1062.143099
FDN44,OUT013,2865.801465
FDX03,OUT018,900.2563135
FDR11,OUT010,407.7896694
FDA36,OUT046,3131.132681
FDP58,OUT027,5294.405022
FDH31,OUT045,1570.447925
FDH34,OUT035,3131.132681
FDS13,OUT035,3674.451961
FDT01,OUT018,3125.475166
FDY09,OUT049,2970.813161
FDV33,OUT027,5421.657104
NCW29,OUT010,267.2607233
NCN17,OUT045,1570.447925
FDX01,OUT046,1876.869728
FDL03,OUT049,3131.132681
DRL59,OUT049,909.2486105
DRM11,OUT027,5294.405022
FDA43,OUT049,3131.132681
FDZ56,OUT010,427.5891216
FDI44,OUT018,1066.504819
FDB50,OUT013,1171.73857
FDU15,OUT019,188.0548554
NCJ19,OUT019,173.4398496
FDD48,OUT013,1876.869728
NCW42,OUT035,3520.439369
FDL24,OUT017,3048.635888
NCB30,OUT013,3131.132681
FDK25,OUT013,2865.801465
FDW28,OUT049,3131.132681
FDD47,OUT017,2970.813161
FDK16,OUT019,468.8975519
FDW37,OUT046,1613.758924
FDA48,OUT035,3520.439369
FDA14,OUT017,2511.642001
FDV15,OUT013,1613.758924
FDN22,OUT049,3674.451961
NCD55,OUT045,962.7569674
FDY43,OUT013,2865.801465
NCU05,OUT017,1193.900669
FDF10,OUT035,2511.642001
FDR39,OUT018,2841.743322
FDG40,OUT013,940.5948678
FDZ28,OUT019,585.4516073
FDE02,OUT045,1570.447925
FDU60,OUT049,2943.624191
FDM21,OUT013,3674.451961
FDV52,OUT019,629.6392911
NCW06,OUT013,3131.132681
FDX36,OUT035,3520.439369
FDT35,OUT027,4739.109427
NCL19,OUT010,267.2607233
NCD31,OUT046,2865.801465
FDE53,OUT019,476.9577003
FDW58,OUT019,460.2069931
DRF48,OUT046,3131.132681
FDW57,OUT035,2970.813161
DRH13,OUT017,1613.758924
FDT33,OUT013,2865.801465
DRK47,OUT027,5294.405022
FDY22,OUT010,420.6651762
FDC35,OUT019,736.5257825
FDO03,OUT013,3520.439369
FDF24,OUT045,1193.900669
FDF56,OUT018,2841.743322
FDD28,OUT013,940.5948678
FDG53,OUT027,2865.106572
FDO27,OUT019,468.8975519
NCF54,OUT018,2805.146139
FDC20,OUT027,1913.124206
FDU10,OUT046,962.7569674
DRA24,OUT018,2736.731625
FDA02,OUT010,380.3197542
FDG10,OUT017,962.7569674
FDW39,OUT010,624.0902653
FDP04,OUT019,173.4398496
NCM55,OUT013,3131.132681
FDG47,OUT045,3674.451961
NCU41,OUT017,3131.132681
NCK31,OUT017,1034.921326
FDZ46,OUT045,1736.584111
FDU13,OUT027,4088.207811
NCF19,OUT045,962.7569674
NCJ43,OUT013,2970.813161
NCJ05,OUT045,2511.642001
FDS04,OUT027,2865.106572
FDX28,OUT010,214.6624357
FDB41,OUT027,1839.079989
FDG53,OUT046,1876.869728
FDL15,OUT010,396.8992616
FDQ08,OUT049,1062.143099
DRN36,OUT013,1613.758924
FDI46,OUT013,3674.451961
FDG16,OUT027,5294.405022
FDV32,OUT013,1039.981
FDF44,OUT010,267.2607233
FDK04,OUT018,900.2563135
NCA41,OUT013,3131.132681
FDD51,OUT017,962.7569674
NCZ53,OUT045,3131.132681
FDP01,OUT027,3943.98115
FDY25,OUT049,3131.132681
FDB17,OUT018,2841.743322
NCV54,OUT018,1904.452427
FDJ32,OUT017,1062.143099
FDA37,OUT049,1876.869728
FDG35,OUT035,2970.813161
NCM05,OUT018,3125.475166
FDG45,OUT046,3520.439369
FDH28,OUT013,940.5948678
NCE18,OUT049,3674.451961
FDH38,OUT045,1833.558728
FDR56,OUT013,3131.132681
FDH17,OUT027,2531.047174
FDD39,OUT049,3520.439369
FDB41,OUT049,962.7569674
NCR53,OUT046,3520.439369
FDX46,OUT017,1062.143099
FDV28,OUT049,962.7569674
FDA08,OUT018,2736.731625
FDH45,OUT017,962.7569674
NCS38,OUT010,226.1817258
FDD40,OUT010,476.9071672
DRM59,OUT035,2511.642001
NCJ43,OUT018,2805.146139
NCN29,OUT013,940.5948678
NCC19,OUT045,3131.132681
FDR56,OUT035,3131.132681
FDZ43,OUT049,3674.451961
FDJ32,OUT010,153.985044
DRH03,OUT017,1613.758924
NCZ54,OUT035,2865.801465
FDE26,OUT017,2511.642001
FDS03,OUT045,1097.840615
DRZ24,OUT019,585.4516073
FDO48,OUT027,5203.035115
FDW39,OUT049,2970.813161
NCK05,OUT049,1062.143099
NCK30,OUT017,3674.451961
FDT27,OUT018,3125.475166
FDS08,OUT019,899.5318061
NCJ19,OUT049,1034.921326
FDC58,OUT045,962.7569674
DRE37,OUT013,3131.132681
FDW02,OUT035,1876.869728
FDJ02,OUT010,374.4686871
FDX09,OUT045,2970.813161
FDT31,OUT010,471.0561001
FDI24,OUT049,3048.635888
FDY09,OUT045,2970.813161
FDV28,OUT045,962.7569674
DRM47,OUT049,3131.132681
FDT52,OUT019,1165.917289
FDI48,OUT018,900.2563135
FDY55,OUT017,3674.451961
FDU48,OUT013,1876.869728
FDN25,OUT045,962.7569674
FDP20,OUT049,1876.869728
FDJ15,OUT013,3131.132681
FDD04,OUT018,1603.474891
FDY58,OUT045,3520.439369
FDR37,OUT018,2841.743322
FDF44,OUT013,1876.869728
FDD32,OUT045,1329.689967
FDR57,OUT017,2511.642001
DRG39,OUT027,1839.079989
FDX15,OUT017,2865.801465
DRN37,OUT045,2865.801465
FDW40,OUT027,2865.106572
FDB32,OUT049,1613.758924
FDM40,OUT018,2431.094061
FDE39,OUT027,2784.762608
DRH49,OUT017,1329.689967
FDT46,OUT049,962.7569674
NCF06,OUT035,3674.451961
FDP07,OUT017,3131.132681
FDC04,OUT013,3674.451961
FDZ32,OUT017,1613.758924
FDD50,OUT045,2865.801465
FDU56,OUT017,3131.132681
FDV34,OUT017,1193.900669
NCY41,OUT013,940.5948678
NCK18,OUT046,2865.801465
DRH25,OUT049,962.7569674
FDT57,OUT046,3674.451961
FDV56,OUT018,1412.721813
FDV12,OUT045,1570.447925
FDN52,OUT017,1613.758924
FDX38,OUT035,962.7569674
FDE47,OUT018,1603.474891
NCO07,OUT013,3520.439369
FDV09,OUT027,3995.157018
FDZ23,OUT019,867.0095143
DRH51,OUT018,1412.721813
NCY54,OUT045,2958.687848
DRG49,OUT013,3674.451961
NCC19,OUT049,3131.132681
NCV53,OUT045,3674.451961
FDZ47,OUT019,487.7950136
NCO26,OUT018,1904.452427
NCP02,OUT045,1062.143099
NCW30,OUT018,3088.877983
NCN55,OUT046,3674.451961
FDB20,OUT010,195.3036302
DRL11,OUT013,2511.642001
DRD60,OUT045,3131.132681
FDW14,OUT010,214.6624357
FDL27,OUT010,209.9186361
FDU09,OUT018,900.2563135
DRH36,OUT027,1902.070014
FDP34,OUT027,4129.60867
FDE04,OUT017,2970.813161
FDZ57,OUT027,3039.458611
FDF02,OUT010,214.6624357
FDG28,OUT045,3674.451961
NCI31,OUT046,1034.921326
FDT43,OUT013,940.5948678
FDU20,OUT046,1876.869728
FDD53,OUT013,940.5948678
FDW15,OUT045,2511.642001
NCT53,OUT045,2865.801465
NCG55,OUT027,3222.393165
FDD48,OUT035,1876.869728
FDG47,OUT049,3674.451961
FDI21,OUT017,1062.143099
FDT27,OUT017,3674.451961
DRO35,OUT013,1876.869728
FDD33,OUT017,3674.451961
FDC04,OUT035,3674.451961
FDY34,OUT013,2865.801465
DRJ49,OUT049,1876.869728
FDE05,OUT049,2511.642001
FDU31,OUT017,3520.439369
NCN19,OUT027,4900.257788
FDK56,OUT027,5603.276657
FDK58,OUT017,1613.758924
NCJ42,OUT035,1613.758924
FDZ34,OUT027,5294.405022
FDA52,OUT018,2841.743322
NCR29,OUT013,940.5948678
FDT48,OUT035,3131.132681
DRJ51,OUT019,1140.462698
NCS54,OUT046,2970.813161
FDV01,OUT035,2511.642001
DRG51,OUT027,4554.287916
NCG42,OUT013,1876.869728
FDA51,OUT049,1876.869728
FDV19,OUT010,427.5891216
NCT18,OUT045,3131.132681
NCS41,OUT045,3131.132681
FDO03,OUT046,3520.439369
FDL12,OUT010,145.9248956
FDY37,OUT010,374.4686871
FDI58,OUT049,1613.758924
FDT28,OUT018,2431.094061
NCC42,OUT010,267.2607233
FDO01,OUT017,1876.869728
FDJ02,OUT013,2511.642001
FDQ04,OUT018,900.2563135
DRL47,OUT013,1876.869728
FDZ32,OUT035,1613.758924
FDC35,OUT035,3131.132681
FDX14,OUT045,1193.900669
FDZ35,OUT013,1613.758924
FDL14,OUT013,2511.642001
FDO04,OUT049,962.7569674
DRK11,OUT017,2511.642001
FDB44,OUT018,2841.743322
FDZ50,OUT049,3131.132681
FDI12,OUT027,2233.413267
FDU43,OUT017,3674.451961
FDD58,OUT010,224.8035513
FDB27,OUT017,3131.132681
FDB04,OUT018,1412.721813
NCO17,OUT013,1876.869728
FDL12,OUT017,1062.143099
DRJ13,OUT049,2865.801465
FDD57,OUT045,1570.447925
FDW19,OUT035,1779.895111
DRD27,OUT018,1412.721813
FDH27,OUT027,3943.98115
NCW30,OUT027,5152.233132
FDR40,OUT018,1066.504819
FDG05,OUT013,2511.642001
NCY41,OUT019,173.4398496
FDI38,OUT018,2841.743322
FDR20,OUT046,962.7569674
FDE09,OUT017,1613.758924
FDN50,OUT019,476.9577003
DRF27,OUT045,2511.642001
DRF51,OUT013,940.5948678
NCO02,OUT019,457.5988948
FDB51,OUT027,1839.079989
FDJ50,OUT013,940.5948678
FDN52,OUT013,1329.689967
FDX14,OUT013,1171.73857
FDT27,OUT019,1284.536982
FDV10,OUT013,940.5948678
FDU33,OUT046,962.7569674
FDU58,OUT046,3131.132681
NCP42,OUT027,5337.054643
FDL51,OUT027,5421.657104
DRH15,OUT027,1839.079989
FDU16,OUT017,1329.689967
FDW15,OUT017,2511.642001
FDQ44,OUT045,1833.558728
NCI06,OUT027,4710.37134
DRK23,OUT019,1140.462698
FDC28,OUT035,1779.895111
NCY17,OUT019,173.4398496
NCV05,OUT018,2431.094061
FDM34,OUT019,609.9725888
DRD60,OUT027,4755.804586
FDT38,OUT046,1329.689967
FDQ57,OUT018,2431.094061
FDE59,OUT027,1839.079989
NCM43,OUT046,2865.801465
DRI51,OUT049,2970.813161
NCG30,OUT017,1876.869728
NCK54,OUT035,1876.869728
FDQ16,OUT019,488.4769903
FDI36,OUT013,3131.132681
FDX16,OUT027,3943.98115
FDA34,OUT046,2970.813161
FDJ48,OUT018,3125.475166
FDU47,OUT035,1876.869728
FDS39,OUT046,1876.869728
FDD11,OUT046,3674.451961
FDM16,OUT027,1839.079989
FDU56,OUT018,2841.743322
FDQ32,OUT017,1876.869728
DRK35,OUT013,887.0865108
FDA58,OUT049,3674.451961
DRG48,OUT019,793.583749
FDT59,OUT010,501.5260673
FDQ31,OUT019,476.9577003
FDS51,OUT018,900.2563135
FDW32,OUT027,2605.09139
FDI15,OUT027,5294.405022
NCV30,OUT017,1062.143099
DRG25,OUT049,3131.132681
FDT02,OUT013,940.5948678
FDO33,OUT027,2835.938477
FDP38,OUT035,962.7569674
FDZ45,OUT035,3131.132681
NCA54,OUT027,4710.37134
FDU33,OUT017,962.7569674
FDN58,OUT017,3674.451961
FDI05,OUT045,1193.900669
FDM57,OUT019,460.2069931
NCS42,OUT027,2432.342628
FDB57,OUT045,3520.439369
FDC03,OUT045,3131.132681
FDZ58,OUT013,1876.869728
NCK29,OUT045,1833.558728
NCR53,OUT045,3520.439369
FDE26,OUT027,3943.98115
FDU52,OUT049,2511.642001
FDE41,OUT027,2531.047174
FDU38,OUT018,2841.743322
FDA52,OUT017,2970.813161
FDW46,OUT046,1062.143099
DRI59,OUT035,3520.439369
FDT38,OUT035,1329.689967
FDL33,OUT018,2841.743322
FDQ01,OUT027,5294.405022
FDJ08,OUT046,3131.132681
FDQ47,OUT049,962.7569674
NCZ18,OUT013,3649.152285
FDE29,OUT017,1062.143099
FDF10,OUT027,3995.157018
FDC48,OUT049,1329.689967
FDY58,OUT013,3520.439369
NCX30,OUT010,599.1658891
FDV11,OUT013,2970.813161
FDT46,OUT046,962.7569674
DRD01,OUT019,173.4398496
FDQ11,OUT013,3674.451961
NCM41,OUT017,1613.758924
NCC55,OUT013,940.5948678
FDG45,OUT027,5623.275361
NCQ54,OUT049,2865.801465
FDM34,OUT045,1833.558728
FDD17,OUT019,1165.917289
FDN38,OUT027,5294.405022
FDB53,OUT018,2431.094061
NCL06,OUT035,3674.451961
NCV18,OUT019,468.8975519
FDX25,OUT013,3131.132681
FDB39,OUT046,962.7569674
FDC33,OUT049,3131.132681
NCO14,OUT018,784.9126557
FDA58,OUT027,5294.405022
NCQ02,OUT017,3131.132681
NCR53,OUT017,3520.439369
FDN52,OUT046,1329.689967
FDG26,OUT046,3674.451961
FDE23,OUT027,1839.079989
DRI37,OUT013,1039.981
DRH37,OUT018,2736.731625
FDO01,OUT035,1876.869728
FDK45,OUT049,1779.895111
FDP23,OUT049,3520.439369
FDM33,OUT035,3520.439369
FDD36,OUT017,1876.869728
FDL56,OUT017,1329.689967
FDT27,OUT010,678.2794646
FDG52,OUT017,962.7569674
NCL42,OUT035,3674.451961
DRJ24,OUT046,3131.132681
FDV38,OUT046,962.7569674
FDT35,OUT045,2865.801465
FDY51,OUT045,3520.439369
FDC37,OUT017,1613.758924
NCP43,OUT013,3131.132681
FDO33,OUT045,1736.584111
FDW04,OUT018,1603.474891
NCC31,OUT046,2511.642001
FDK22,OUT049,3520.439369
FDJ50,OUT017,962.7569674
FDV13,OUT017,1613.758924
DRL60,OUT017,2511.642001
FDW03,OUT017,1613.758924
FDY27,OUT035,2970.813161
FDB39,OUT027,1839.079989
FDU59,OUT045,2865.801465
FDZ57,OUT049,1876.869728
FDO21,OUT049,3520.439369
FDS43,OUT018,2841.743322
FDU28,OUT010,535.3358199
FDC51,OUT010,267.2607233
FDW16,OUT010,214.6624357
FDP32,OUT010,267.2607233
FDB60,OUT019,915.2039781
NCQ30,OUT046,1876.869728
FDD26,OUT049,3131.132681
FDI44,OUT045,1193.900669
DRH23,OUT046,909.2486105
FDO44,OUT046,1779.895111
FDG04,OUT046,3131.132681
FDM32,OUT027,2605.09139
FDM09,OUT013,2865.801465
FDZ47,OUT013,1613.758924
FDM40,OUT027,3943.98115
FDY48,OUT017,1613.758924
NCM30,OUT045,962.7569674
FDX36,OUT010,468.4261866
DRF03,OUT017,962.7569674
FDN51,OUT049,3674.451961
FDM57,OUT049,1329.689967
FDB35,OUT049,1613.758924
FDY13,OUT027,1930.864944
FDA37,OUT017,1876.869728
NCX53,OUT017,1876.869728
FDD59,OUT018,1066.504819
FDX10,OUT019,129.4223712
FDC03,OUT018,2841.743322
FDW43,OUT035,3520.439369
FDW10,OUT046,2970.813161
FDY14,OUT027,5294.405022
FDV43,OUT045,962.7569674
FDO40,OUT013,2511.642001
FDP46,OUT027,2582.223043
NCE43,OUT019,635.5036961
FDD05,OUT035,1876.869728
FDJ60,OUT010,416.7224201
DRE27,OUT018,1412.721813
FDO11,OUT035,3674.451961
DRG11,OUT027,2784.762608
FDK33,OUT010,509.1381994
DRM23,OUT045,2865.801465
FDJ02,OUT027,3943.98115
NCZ05,OUT045,1570.447925
NCL30,OUT013,1876.869728
FDZ19,OUT018,2841.743322
FDM45,OUT049,1876.869728
FDO36,OUT046,3048.635888
NCK31,OUT045,1034.921326
DRJ37,OUT045,2511.642001
FDP24,OUT018,1603.474891
FDF46,OUT013,1876.869728
FDX46,OUT019,156.6891424
NCL18,OUT045,3131.132681
FDJ26,OUT013,3520.439369
FDJ07,OUT045,1833.558728
FDY15,OUT013,2511.642001
DRG01,OUT045,1193.900669
FDF58,OUT045,1062.143099
FDZ14,OUT019,585.4516073
FDP31,OUT049,1062.143099
FDH45,OUT013,940.5948678
FDA09,OUT010,470.3570066
FDW31,OUT035,3131.132681
FDA57,OUT046,962.7569674
NCE55,OUT035,2970.813161
FDC17,OUT019,1165.917289
FDC59,OUT013,1039.981
FDA22,OUT013,2865.801465
FDK52,OUT035,3520.439369
NCM26,OUT046,2583.80636
NCT53,OUT035,2865.801465
FDW45,OUT018,2431.094061
NCI18,OUT035,3520.439369
FDE38,OUT018,2736.731625
FDF08,OUT019,476.9577003
FDY58,OUT010,509.1381994
FDF58,OUT019,156.6891424
FDX39,OUT017,3131.132681
FDB44,OUT049,3131.132681
FDF28,OUT013,1876.869728
FDE39,OUT013,1876.869728
FDT37,OUT018,3125.475166
FDZ45,OUT017,3131.132681
FDO40,OUT035,2511.642001
FDM57,OUT027,2582.223043
DRG36,OUT017,2970.813161
FDY36,OUT010,195.3036302
DRL60,OUT027,3904.811934
FDS25,OUT019,532.6646741
DRF49,OUT027,2702.320545
FDP16,OUT045,3674.451961
FDS60,OUT049,3131.132681
FDU15,OUT027,1839.079989
FDK43,OUT046,1876.869728
FDN25,OUT046,1062.143099
FDE53,OUT049,1613.758924
FDB22,OUT013,2511.642001
FDE39,OUT017,1876.869728
FDX35,OUT035,3520.439369
NCG54,OUT049,2865.801465
FDH27,OUT035,2511.642001
NCK42,OUT013,3520.439369
FDS25,OUT049,1613.758924
FDI10,OUT018,2841.743322
FDU35,OUT035,1613.758924
FDI04,OUT017,3131.132681
DRK23,OUT035,3674.451961
FDB53,OUT019,635.5036961
FDY02,OUT049,3674.451961
FDM60,OUT035,962.7569674
NCJ31,OUT010,500.9484784
DRP35,OUT017,1876.869728
NCQ30,OUT018,1904.452427
DRL11,OUT010,416.7224201
FDU01,OUT013,3131.132681
FDR39,OUT035,3131.132681
FDO08,OUT046,2865.801465
FDC02,OUT045,3674.451961
NCZ29,OUT035,1876.869728
FDF29,OUT010,267.2607233
FDZ23,OUT017,3131.132681
NCU53,OUT018,2736.731625
NCW30,OUT013,3674.451961
NCM26,OUT027,4342.926421
FDV50,OUT027,2784.762608
FDW15,OUT049,2511.642001
FDI35,OUT027,5085.079298
FDO11,OUT017,3674.451961
FDN48,OUT046,1613.758924
NCA17,OUT049,2511.642001
NCN54,OUT013,1171.73857
FDP22,OUT013,940.5948678
NCB54,OUT035,1876.869728
FDD08,OUT045,962.7569674
DRM48,OUT010,126.7182728
FDG41,OUT027,2784.762608
FDE44,OUT027,2063.521088
FDE26,OUT035,2511.642001
NCS38,OUT013,1779.895111
NCJ54,OUT018,3088.877983
FDI40,OUT019,468.8975519
FDN45,OUT018,3125.475166
FDU43,OUT046,3674.451961
FDI04,OUT010,535.3358199
NCC07,OUT018,1546.35698
NCC07,OUT019,476.9577003
NCD18,OUT045,3520.439369
FDU55,OUT035,3674.451961
FDX59,OUT035,962.7569674
FDR52,OUT049,3131.132681
NCP17,OUT013,1039.981
FDQ32,OUT045,1833.558728
NCT17,OUT049,3131.132681
FDO10,OUT049,962.7569674
FDE32,OUT049,962.7569674
FDN44,OUT045,2511.642001
FDH02,OUT035,1613.758924
FDK60,OUT013,1613.758924
FDS24,OUT019,487.7950136
FDL03,OUT010,569.2547146
FDB46,OUT027,5294.405022
FDO48,OUT049,3520.439369
FDZ39,OUT049,1613.758924
FDT02,OUT027,1839.079989
FDC50,OUT013,1613.758924
FDP39,OUT035,998.4544829
DRG15,OUT018,900.2563135
FDP10,OUT018,1412.721813
FDF53,OUT027,5085.079298
FDN34,OUT045,2865.801465
FDK02,OUT045,1833.558728
FDC23,OUT045,2970.813161
FDJ10,OUT019,654.1602726
FDE53,OUT035,1613.758924
FDR25,OUT035,3674.451961
FDW50,OUT046,2865.801465
FDS09,OUT049,962.7569674
FDW49,OUT010,509.8812291
FDU51,OUT046,2970.813161
FDF28,OUT018,1603.474891
NCY30,OUT018,2805.146139
FDD44,OUT045,3674.451961
FDX09,OUT017,2970.813161
NCF30,OUT013,1876.869728
FDZ50,OUT019,899.5318061
FDW37,OUT013,1613.758924
FDD11,OUT049,3674.451961
DRH39,OUT018,1066.504819
FDA36,OUT049,3131.132681
NCG43,OUT049,1613.758924
FDF02,OUT035,1613.758924
FDP57,OUT027,2835.938477
NCE42,OUT017,3520.439369
NCR38,OUT027,5209.802561
FDP03,OUT019,585.4516073
FDO51,OUT035,998.4544829
NCQ42,OUT046,1876.869728
NCM41,OUT046,1613.758924
FDH48,OUT027,2233.413267
DRF60,OUT046,3674.451961
FDJ27,OUT035,1613.758924
FDQ14,OUT013,2511.642001
FDN27,OUT017,1876.869728
NCQ02,OUT046,3131.132681
FDJ33,OUT049,1876.869728
FDP07,OUT027,5623.275361
DRE01,OUT049,3674.451961
FDU36,OUT045,1570.447925
FDL28,OUT017,3520.439369
NCX53,OUT046,1876.869728
FDZ39,OUT013,1613.758924
NCP42,OUT013,3131.132681
FDJ14,OUT035,1193.900669
FDK04,OUT049,962.7569674
NCC19,OUT017,3131.132681
FDS09,OUT018,900.2563135
FDZ02,OUT046,1613.758924
FDD35,OUT018,1603.474891
NCY42,OUT017,2511.642001
FDB05,OUT045,3674.451961
FDF20,OUT035,3131.132681
NCO41,OUT018,1412.721813
FDC40,OUT027,1839.079989
FDV58,OUT045,3131.132681
FDZ57,OUT045,1833.558728
DRM35,OUT046,2970.813161
DRN36,OUT018,1412.721813
FDQ13,OUT046,1329.689967
DRO35,OUT010,267.2607233
NCD43,OUT035,1613.758924
FDA51,OUT018,1506.500274
NCX17,OUT027,5294.405022
NCZ17,OUT049,962.7569674
FDR11,OUT027,4525.791676
FDW34,OUT049,3674.451961
FDN50,OUT017,1613.758924
FDS09,OUT046,962.7569674
FDS48,OUT018,2431.094061
FDL44,OUT049,2865.801465
DRF48,OUT018,2841.743322
FDA14,OUT018,2431.094061
NCD30,OUT049,1613.758924
FDI16,OUT017,962.7569674
NCG06,OUT035,3674.451961
DRZ24,OUT035,1876.869728
NCS17,OUT045,1570.447925
FDB37,OUT045,3674.451961
FDE10,OUT035,1876.869728
FDC57,OUT045,3131.132681
FDM12,OUT018,2841.743322
FDE24,OUT049,1876.869728
FDW22,OUT045,3520.439369
DRD01,OUT027,1686.954472
NCZ18,OUT027,4957.846217
FDN49,OUT045,962.7569674
FDR22,OUT035,1779.895111
FDV08,OUT019,173.4398496
FDY39,OUT046,3131.132681
FDV36,OUT049,1876.869728
FDO60,OUT045,962.7569674
FDU04,OUT027,2784.762608
FDR20,OUT027,1913.124206
FDW19,OUT019,488.4769903
FDU40,OUT049,3131.132681
FDK15,OUT045,1570.447925
DRF15,OUT035,2511.642001
FDQ25,OUT017,2970.813161
FDI48,OUT019,184.277163
FDS49,OUT046,1193.900669
FDV22,OUT046,2511.642001
